product_id,product_name,category,subcategory,unit_price
254,Crawford-Green Binder,Office Supplies,Binder,1763.93
255,Vega-Morgan Chair,Furniture,Chair,19.73
256,"Fernandez, Ford and Weiss Mouse",Technology,Mouse,1890.49
257,Shields-Phillips Keyboard,Technology,Keyboard,1269.32
258,Robinson-Burgess Desk,Furniture,Desk,1814.62
259,Adams PLC Mouse,Technology,Mouse,837.89
260,Brock-Wallace Desk,Furniture,Desk,437.01
261,Friedman-Nichols Laptop,Technology,Laptop,1900.12
262,Gonzalez-Carlson Monitor,Technology,Monitor,1216.68
263,"Williams, Gomez and Wilson Laptop",Technology,Laptop,70.09
264,"Reilly, Jones and Bray Keyboard",Technology,Keyboard,1131.71
265,"Hartman, Cochran and Hernandez Binder",Office Supplies,Binder,464.8
266,Gonzalez Inc Pen,Office Supplies,Pen,1243.88
267,Cameron Inc Pen,Office Supplies,Pen,263.17
268,Manning Ltd Paper,Office Supplies,Paper,1495.39
269,Glover-Haynes Stapler,Office Supplies,Stapler,1791.61
270,"Walker, Cox and Morris Laptop",Technology,Laptop,1961.99
271,Cowan-White Desk,Furniture,Desk,1231.4
272,Houston Inc Bookcase,Furniture,Bookcase,1140.6
273,Scott Inc Chair,Furniture,Chair,1117.25
274,Lawrence LLC Table,Furniture,Table,489.89
275,Williams Group Binder,Office Supplies,Binder,777.94
276,Rivera PLC Paper,Office Supplies,Paper,1707.29
277,"Ellis, Shea and Torres Monitor",Technology,Monitor,1137.57
278,Olsen LLC Bookcase,Furniture,Bookcase,1759.91
279,"Hall, Kim and Stevens Laptop",Technology,Laptop,326.03
280,Johnson-Singleton Paper,Office Supplies,Paper,120.43
281,Blackburn-Humphrey Chair,Furniture,Chair,1302.78
282,"Schwartz, Gibson and Morris Binder",Office Supplies,Binder,405.66
283,"Sweeney, Brown and Perry Paper",Office Supplies,Paper,1822.33
284,"Jackson, Sanders and Jackson Chair",Furniture,Chair,266.72
285,Luna LLC Laptop,Technology,Laptop,1677.42
286,"Rodriguez, Collins and Hernandez Laptop",Technology,Laptop,1063.82
287,James-Carter Chair,Furniture,Chair,788.81
288,Jacobs-Archer Monitor,Technology,Monitor,606.76
289,Cherry Ltd Bookcase,Furniture,Bookcase,1557.75
290,"Curry, Campos and Turner Stapler",Office Supplies,Stapler,1651.41
291,Wilson-Finley Pen,Office Supplies,Pen,1997.04
292,"Johnson, Ramirez and Young Keyboard",Technology,Keyboard,1959.37
293,Mclaughlin-Rodriguez Pen,Office Supplies,Pen,1009.47
294,Singh Inc Desk,Furniture,Desk,1250.57
295,Li-Cunningham Keyboard,Technology,Keyboard,1054.79
296,Murray-Nelson Mouse,Technology,Mouse,1291.69
297,Vang Ltd Binder,Office Supplies,Binder,899.33
298,Hall Group Paper,Office Supplies,Paper,1467.94
299,Garcia Inc Bookcase,Furniture,Bookcase,1169.65
300,"Reed, Baker and Howell Monitor",Technology,Monitor,1538.52
301,"Sanders, Rice and Graham Chair",Furniture,Chair,152.86
302,Whitaker Inc Laptop,Technology,Laptop,303.69
303,Knapp PLC Mouse,Technology,Mouse,137.82
304,Murray Ltd Paper,Office Supplies,Paper,85.29
305,"Thompson, Spencer and Patel Bookcase",Furniture,Bookcase,1431.77
306,Griffin-Carroll Chair,Furniture,Chair,1179.43
307,"Raymond, Wolf and Walsh Stapler",Office Supplies,Stapler,410.13
308,"Murphy, Hernandez and Williams Keyboard",Technology,Keyboard,1628.59
309,Hamilton-Cooper Bookcase,Furniture,Bookcase,793.8
310,"Hansen, Williams and Rivera Table",Furniture,Table,576.89
311,Welch LLC Pen,Office Supplies,Pen,944.16
312,Velazquez Ltd Paper,Office Supplies,Paper,1734.2
313,Bailey-Howell Pen,Office Supplies,Pen,86.77
314,Jordan PLC Monitor,Technology,Monitor,441.08
315,Summers-Moore Laptop,Technology,Laptop,1405.22
316,"Miller, Martin and Richards Paper",Office Supplies,Paper,726.27
317,Brown Group Table,Furniture,Table,192.47
318,Morales Ltd Stapler,Office Supplies,Stapler,167.04
319,Wood-Camacho Binder,Office Supplies,Binder,374.53
320,Hurst and Sons Desk,Furniture,Desk,23.47
321,Mcdaniel Inc Chair,Furniture,Chair,149.0
322,Rivera Ltd Pen,Office Supplies,Pen,1169.84
323,Green-Duran Paper,Office Supplies,Paper,459.08
324,"Khan, Roberts and Gonzalez Laptop",Technology,Laptop,733.38
325,Smith PLC Keyboard,Technology,Keyboard,609.05
326,Bowers-Jordan Bookcase,Furniture,Bookcase,1159.23
327,Rodriguez-Boyd Pen,Office Supplies,Pen,1055.38
328,Gutierrez-Roberts Chair,Furniture,Chair,488.83
329,Cunningham-Morgan Chair,Furniture,Chair,1734.01
330,Salinas-Gray Paper,Office Supplies,Paper,882.41
331,"Barnes, Gregory and Faulkner Laptop",Technology,Laptop,479.93
332,"Hale, Cooke and Stokes Chair",Furniture,Chair,1232.4
333,"Davis, Valdez and Rogers Table",Furniture,Table,260.98
334,Foster and Sons Stapler,Office Supplies,Stapler,1688.52
335,Macdonald-Weeks Bookcase,Furniture,Bookcase,727.32
336,Pacheco Inc Table,Furniture,Table,1769.49
337,Morrison-Johnson Stapler,Office Supplies,Stapler,191.32
338,"Griffin, Forbes and Dickerson Mouse",Technology,Mouse,854.29
339,Kelly Ltd Binder,Office Supplies,Binder,138.91
340,"Munoz, Richardson and Richards Laptop",Technology,Laptop,424.39
341,Hansen Inc Chair,Furniture,Chair,831.82
342,"Ali, Bentley and Miller Laptop",Technology,Laptop,195.71
343,Smith-Lee Bookcase,Furniture,Bookcase,1011.78
344,"Gonzales, Ramirez and Barajas Bookcase",Furniture,Bookcase,135.11
345,Lee Group Binder,Office Supplies,Binder,1978.55
346,Chavez Group Desk,Furniture,Desk,952.18
347,Todd LLC Table,Furniture,Table,1882.84
348,"Martin, Meyer and Glass Keyboard",Technology,Keyboard,1067.35
349,Garcia Group Desk,Furniture,Desk,947.77
350,Martin and Sons Laptop,Technology,Laptop,404.35
351,Edwards-Fitzgerald Monitor,Technology,Monitor,1151.03
352,"Miller, Peterson and Brown Monitor",Technology,Monitor,678.95
353,"Hobbs, Lopez and Robles Keyboard",Technology,Keyboard,1282.68
354,Buck Group Paper,Office Supplies,Paper,1886.0
355,Howard and Sons Paper,Office Supplies,Paper,1801.77
356,Blair-Simmons Chair,Furniture,Chair,326.62
357,Robinson-Brown Table,Furniture,Table,1984.25
358,Patterson PLC Monitor,Technology,Monitor,12.81
359,"Mcmillan, Shaw and Figueroa Laptop",Technology,Laptop,285.11
360,Marshall Inc Table,Furniture,Table,1455.64
361,Williams PLC Desk,Furniture,Desk,171.53
362,"Carter, Koch and Miller Desk",Furniture,Desk,806.81
363,"Peterson, Patterson and Mueller Mouse",Technology,Mouse,732.18
364,"Russell, Anderson and Garrett Monitor",Technology,Monitor,821.41
365,"Gallegos, Ray and Adams Pen",Office Supplies,Pen,108.38
366,Gardner Group Paper,Office Supplies,Paper,1588.82
367,Rogers Inc Binder,Office Supplies,Binder,602.38
368,Krause-Hinton Desk,Furniture,Desk,1105.62
369,Park LLC Keyboard,Technology,Keyboard,1191.23
370,Carter-Scott Mouse,Technology,Mouse,1755.46
371,Rich-Turner Paper,Office Supplies,Paper,1502.39
372,Berry Inc Desk,Furniture,Desk,1807.78
373,Curry and Sons Binder,Office Supplies,Binder,319.35
374,"Baker, Ward and Lewis Table",Furniture,Table,391.61
375,Elliott LLC Mouse,Technology,Mouse,1516.85
376,"Castillo, Manning and Shepherd Laptop",Technology,Laptop,617.32
377,"Martinez, Brown and Smith Mouse",Technology,Mouse,172.72
378,Mason-Harris Stapler,Office Supplies,Stapler,1621.81
379,"Boyd, Salazar and Glenn Laptop",Technology,Laptop,1952.42
380,"Powers, Jones and Yoder Monitor",Technology,Monitor,1114.47
381,Reyes Inc Monitor,Technology,Monitor,854.36
382,"Mckinney, Edwards and Hernandez Desk",Furniture,Desk,349.54
383,"Clark, Meyers and Russell Chair",Furniture,Chair,894.66
384,Hooper-Miller Monitor,Technology,Monitor,1758.34
385,Diaz-Brooks Paper,Office Supplies,Paper,318.7
386,Gill-Davis Paper,Office Supplies,Paper,1837.39
387,"Blackwell, Salazar and Johnson Mouse",Technology,Mouse,1577.65
388,Collier LLC Bookcase,Furniture,Bookcase,434.0
389,"Hernandez, Myers and Hancock Binder",Office Supplies,Binder,1615.81
390,Brooks-Miller Table,Furniture,Table,18.87
391,"Taylor, Simon and Smith Mouse",Technology,Mouse,1564.6
392,Wood and Sons Monitor,Technology,Monitor,1208.74
393,"Baker, Powers and Howell Mouse",Technology,Mouse,706.52
394,Delgado Inc Pen,Office Supplies,Pen,1909.29
395,"Smith, Collins and Odom Laptop",Technology,Laptop,890.1
396,"Frederick, Richardson and Scott Bookcase",Furniture,Bookcase,689.27
397,Williams Inc Chair,Furniture,Chair,901.83
398,"Cox, Campbell and Taylor Desk",Furniture,Desk,1458.14
399,"Lawrence, Esparza and Delacruz Stapler",Office Supplies,Stapler,322.23
400,Bryant-Garcia Binder,Office Supplies,Binder,294.37
401,Moore-Campos Mouse,Technology,Mouse,1621.16
402,Johnson Inc Binder,Office Supplies,Binder,1286.55
403,"Gonzales, Thomas and Schwartz Stapler",Office Supplies,Stapler,153.47
404,"Harrison, Sanchez and Frederick Chair",Furniture,Chair,636.27
405,Campbell-Best Paper,Office Supplies,Paper,1992.06
406,"Dennis, Duncan and Delgado Mouse",Technology,Mouse,320.6
407,"Warren, Reed and Mcdonald Pen",Office Supplies,Pen,1788.45
408,Bentley Ltd Mouse,Technology,Mouse,8.24
409,Chen and Sons Monitor,Technology,Monitor,1288.43
410,"Porter, Erickson and Lee Bookcase",Furniture,Bookcase,1678.97
411,"Hernandez, Ryan and Coleman Desk",Furniture,Desk,579.91
412,Jones Ltd Chair,Furniture,Chair,1359.45
413,"May, Obrien and Rios Stapler",Office Supplies,Stapler,1170.47
414,Russell and Sons Mouse,Technology,Mouse,1968.64
415,"Hardin, Mcmahon and Rodriguez Paper",Office Supplies,Paper,1974.19
416,"Davis, Quinn and Garza Binder",Office Supplies,Binder,1307.03
417,Cross PLC Stapler,Office Supplies,Stapler,333.81
418,Kidd-Dawson Laptop,Technology,Laptop,1355.76
419,Webster Ltd Bookcase,Furniture,Bookcase,642.36
420,Hatfield Ltd Mouse,Technology,Mouse,1987.19
421,"Hill, Davis and Berg Binder",Office Supplies,Binder,1702.42
422,"Moore, Villarreal and Cummings Laptop",Technology,Laptop,1677.38
423,Martin Inc Chair,Furniture,Chair,1390.22
424,"Moss, Taylor and Brown Monitor",Technology,Monitor,1074.36
425,"Marks, Mcdonald and Harris Chair",Furniture,Chair,1463.51
426,"Walters, Spencer and Cooley Binder",Office Supplies,Binder,518.6
427,Soto-Brennan Chair,Furniture,Chair,1865.12
428,Cameron-Peterson Mouse,Technology,Mouse,1084.4
429,"Mcdonald, Alexander and Richmond Mouse",Technology,Mouse,1387.8
430,"Crawford, Alvarez and Adams Bookcase",Furniture,Bookcase,114.65
431,Mcfarland PLC Stapler,Office Supplies,Stapler,1905.44
432,Burnett-Carrillo Desk,Furniture,Desk,1877.27
433,Reid-Reid Stapler,Office Supplies,Stapler,1911.66
434,Collins-Cohen Stapler,Office Supplies,Stapler,597.46
435,"Johnson, Carlson and Wagner Paper",Office Supplies,Paper,378.01
436,Downs-Armstrong Mouse,Technology,Mouse,1949.99
437,"Jenkins, Hammond and Bates Chair",Furniture,Chair,1822.84
438,Vance-Mcguire Laptop,Technology,Laptop,1206.96
439,Gaines-Rhodes Binder,Office Supplies,Binder,270.73
440,Mills-Vargas Paper,Office Supplies,Paper,1586.56
441,Palmer LLC Monitor,Technology,Monitor,923.9
442,"Dawson, Walker and Stephens Paper",Office Supplies,Paper,1798.68
443,Simmons-Jones Desk,Furniture,Desk,1361.83
444,Brewer Group Laptop,Technology,Laptop,812.94
445,King LLC Mouse,Technology,Mouse,1121.11
446,"Porter, Burns and Lara Paper",Office Supplies,Paper,291.58
447,Davis-Gibson Laptop,Technology,Laptop,1575.49
448,Cruz-Raymond Bookcase,Furniture,Bookcase,1922.63
449,Cobb-Lee Binder,Office Supplies,Binder,811.99
450,"Coleman, Johnson and Perez Desk",Furniture,Desk,315.46
451,"Valenzuela, Anderson and Montoya Stapler",Office Supplies,Stapler,735.14
452,"Patrick, Lawson and Reid Laptop",Technology,Laptop,1934.16
453,"Taylor, Jordan and Coleman Stapler",Office Supplies,Stapler,136.01
454,"Reyes, Conner and Shields Pen",Office Supplies,Pen,1680.29
455,Cooper Group Binder,Office Supplies,Binder,575.39
456,Palmer Ltd Keyboard,Technology,Keyboard,1257.34
457,"Bradley, Phillips and White Desk",Furniture,Desk,157.88
458,Lambert-Howard Keyboard,Technology,Keyboard,1862.19
459,Lopez Inc Paper,Office Supplies,Paper,318.82
460,"Dickerson, Rogers and Prince Laptop",Technology,Laptop,1679.81
461,Wells-Hernandez Binder,Office Supplies,Binder,1794.13
462,Jordan-Donaldson Paper,Office Supplies,Paper,1695.67
463,"Gardner, Griffith and Merritt Stapler",Office Supplies,Stapler,1232.98
464,"West, Taylor and Hicks Paper",Office Supplies,Paper,1929.7
465,Black-Barnes Bookcase,Furniture,Bookcase,1963.77
466,Baker-Ellison Desk,Furniture,Desk,995.91
467,Smith and Sons Chair,Furniture,Chair,486.8
468,Hill-Tyler Monitor,Technology,Monitor,1376.14
469,Mann Ltd Desk,Furniture,Desk,1780.99
470,"Smith, Fisher and Ward Table",Furniture,Table,1427.34
471,Olson Group Desk,Furniture,Desk,780.97
472,"Allen, Stevens and Gonzalez Table",Furniture,Table,1453.83
473,"Jones, Lopez and Webb Stapler",Office Supplies,Stapler,1742.76
474,Turner-Watkins Keyboard,Technology,Keyboard,276.46
475,Rodriguez Ltd Bookcase,Furniture,Bookcase,1129.53
476,Smith-Parker Paper,Office Supplies,Paper,288.67
477,"Acosta, Morris and Gonzalez Chair",Furniture,Chair,421.49
478,"Leonard, Hale and Carlson Chair",Furniture,Chair,1174.58
479,Combs PLC Paper,Office Supplies,Paper,335.7
480,Johnson-Curry Monitor,Technology,Monitor,120.91
481,"Campos, Lam and Orr Binder",Office Supplies,Binder,341.6
482,Barrett-Hayes Stapler,Office Supplies,Stapler,1278.54
483,Smith Group Chair,Furniture,Chair,1339.17
484,Austin LLC Mouse,Technology,Mouse,352.13
485,Walter-Watkins Keyboard,Technology,Keyboard,1611.09
486,"Rojas, Young and Wilkinson Paper",Office Supplies,Paper,1847.59
487,"Maldonado, Perry and Foster Table",Furniture,Table,589.34
488,Palmer and Sons Table,Furniture,Table,1453.55
489,"Sims, Green and Salazar Table",Furniture,Table,1929.91
490,Long-Foster Table,Furniture,Table,1869.92
491,Rodriguez-Johnson Laptop,Technology,Laptop,155.59
492,Rivera Ltd Laptop,Technology,Laptop,747.92
493,Savage-Gonzales Table,Furniture,Table,1538.39
494,Hoover-Morrison Keyboard,Technology,Keyboard,1111.82
495,"Hawkins, Lowe and Jones Paper",Office Supplies,Paper,600.53
496,Rodriguez and Sons Keyboard,Technology,Keyboard,296.21
497,Lyons-Robertson Keyboard,Technology,Keyboard,96.39
498,Villa-Smith Desk,Furniture,Desk,498.2
499,Schultz-Henson Mouse,Technology,Mouse,1031.1
500,Williams-Cain Monitor,Technology,Monitor,960.63
